asin,collection,size,color,sales,prior_sales,sales_delta,sessions,prior_sessions,units,prior_units,conversion,prior_conversion,conversion_change_pp,qualified
B08RZF62QM,1800 Bed Sheets,Full,Blush Pink,6698.51,1516.52,5181.99,2693,561,214,40,0.07946528035647976,0.07130124777183601,0.008164032584643752,True
B00RKHWJ1O,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,White,6619.259999999998,3018.6,3600.6599999999985,3769,535,430,168,0.11408861767046961,0.31401869158878504,-0.1999300739183154,True
B00NQDGHDC,1800 Bed Sheets,King,Aqua,6615.129999999999,1203.1599999999999,5411.969999999999,4115,632,189,29,0.04592952612393682,0.04588607594936709,4.345017456972716e-05,True
B00SUF39K0,1800 Bed Sheets,Full,Light Gray,6610.27,1742.8200000000002,4867.450000000001,3009,418,213,46,0.0707876370887338,0.11004784688995216,-0.03926020980121836,True
B08RZBT9K8,1800 Bed Sheets,King,Teal,6538.36,1192.96,5345.4,2605,412,188,28,0.07216890595009597,0.06796116504854369,0.004207740901552279,True
B0822WVF4H,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Gray,6534.610000000001,1099.3400000000001,5435.27,2407,287,161,22,0.06688824262567511,0.07665505226480836,-0.009766809639133248,True
B07RBZ1MYN,1800 Bed Sheets,King,Pinstripe Gray,6472.08,1113.78,5358.3,2421,441,184,26,0.07600165220983064,0.05895691609977324,0.0170447361100574,True
B0822WHPQZ,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Blue Hydrangea,6386.39,848.49,5537.900000000001,2550,356,155,17,0.060784313725490195,0.047752808988764044,0.013031504736726152,True
B0BMW72PRP,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Sage,6345.29,1199.28,5146.01,2345,324,157,24,0.06695095948827293,0.07407407407407407,-0.0071231145858011435,True
B0112XPNDW,1800 Bed Sheets,Queen,Tan,6303.779999999999,1677.94,4625.839999999998,1967,537,194,42,0.09862735129639044,0.0782122905027933,0.020415060793597145,True
B00ZSGVJE2,1800 Bed Sheets,King,Striped White,6264.999999999999,943.6200000000001,5321.379999999999,2794,860,180,22,0.06442376521116679,0.02558139534883721,0.03884236986232958,True
B01CYLCQEK,1800 Bed Sheets,Queen,Paisley Gray,6240.31,1478.8899999999999,4761.42,4025,1231,194,37,0.048198757763975156,0.030056864337936636,0.01814189342603852,True
B07R5VPFDK,1800 Bed Sheets,King,Laced Sky Blue,6196.83,1074.25,5122.58,1878,386,177,25,0.09424920127795527,0.06476683937823834,0.02948236189971694,True
B01CYLCRO4,1800 Bed Sheets,King,Paisley Gray,6016.150000000001,1071.67,4944.4800000000005,2074,470,173,25,0.08341369334619093,0.05319148936170213,0.030222203984488806,True
B08CZZZVYR,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Paisley Gray,5660.629999999999,674.5699999999999,4986.0599999999995,2568,414,133,13,0.05179127725856698,0.03140096618357488,0.020390311074992097,True
B01DN0ASH8,1800 Bed Sheets,King,Emerald Green,5546.400000000001,1029.56,4516.84,2765,484,160,24,0.05786618444846293,0.049586776859504134,0.008279407588958794,True
B0BMWBX14R,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Blush Pink,5473.43,749.55,4723.88,7163,285,135,15,0.018846851877704872,0.05263157894736842,-0.033784727069663546,True
B08CZXP1GF,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Spa Mint,5369.339999999999,749.55,4619.789999999999,3432,366,133,15,0.03875291375291375,0.040983606557377046,-0.002230692804463294,True
B00NLNDO6K,1800 Bed Sheets,Queen,Navy Blue,5127.23,1236.67,3890.5599999999995,1075,277,159,31,0.14790697674418604,0.11191335740072202,0.035993619343464026,True
B0822X1KV9,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Beige,5062.33,1199.2800000000002,3863.0499999999997,2303,305,125,24,0.054277029960920535,0.07868852459016394,-0.024411494629243406,True
B0CNRXVPC8,1800 Bed Sheets,King,Blue Nova,5042.65,859.4,4183.25,2447,380,146,20,0.0596648957907642,0.05263157894736842,0.0070333168433957816,True
B08C1C46DQ,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Aqua,5019.630000000001,206.84,4812.790000000001,2341,268,119,4,0.05083297736010252,0.014925373134328358,0.03590760422577416,True
B00WAIH5ZI,1800 Bed Sheets,King,Lavender,4983.11,515.64,4467.469999999999,3092,460,143,12,0.046248382923673996,0.02608695652173913,0.020161426401934867,True
B00WAIH1FW,1800 Bed Sheets,Queen,Black,4869.47,2037.67,2831.8,1231,440,151,51,0.12266450040617384,0.1159090909090909,0.006755409497082934,True
B0BTZ24S9W,1800 Bed Sheet Set 6 PIECE,King,White,4811.410000000001,2088.74,2722.670000000001,1040,320,115,42,0.11057692307692307,0.13125,-0.020673076923076933,True
B08BZYCY47,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Aqua,4709.44,694.13,4015.3099999999995,2191,245,116,14,0.05294386125057052,0.05714285714285714,-0.0041989958922866236,True
B00ZSGWAHC,1800 Bed Sheets,Queen,Striped White,4696.41,1597.1999999999998,3099.21,2357,725,148,40,0.06279168434450573,0.05517241379310345,0.007619270551402282,True
B016P42E9E,1800 Bed Sheets,Twin XL,Gray,4524.2,454.61,4069.5899999999997,916,205,160,13,0.17467248908296942,0.06341463414634146,0.11125785493662796,True
B0BMW6YBL4,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Pinstripe Gray,4468.85,311.82000000000005,4157.030000000001,2253,319,105,6,0.04660452729693742,0.018808777429467086,0.027795749867470333,True
B08CZZCRQS,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Paisley Gray,4336.789999999999,649.61,3687.179999999999,1918,285,107,13,0.05578727841501564,0.0456140350877193,0.010173243327296341,True
B00RKHX3E6,1800 Pillowcase Set 2 pc,Set of 2 King Size,White,4237.92,1792.32,2445.6000000000004,789,284,282,100,0.3574144486692015,0.352112676056338,0.00530177261286352,True
B01DN0APS0,1800 Bed Sheets,Queen,Yellow,4206.070000000001,719.4599999999999,3486.6100000000006,5581,766,131,18,0.023472495968464433,0.02349869451697128,-2.6198548506845692e-05,True
B08BZWL45V,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Lavender,4145.2699999999995,449.73,3695.5399999999995,2082,193,103,9,0.0494716618635927,0.046632124352331605,0.002839537511261092,True
B0BMWCRXGG,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Blush Pink,4103.98,778.51,3325.4699999999993,3357,275,95,15,0.02829907655644921,0.05454545454545454,-0.026246377989005334,True
B00NQDGK3O,1800 Bed Sheets,King,Brown,4094.69,1115.5,2979.19,1116,333,117,26,0.10483870967741936,0.07807807807807808,0.026760631599341278,True
B0BMW6NBFV,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Laced Sky Blue,4060.5299999999997,519.7,3540.83,2318,332,96,10,0.04141501294219154,0.030120481927710843,0.011294531014480698,True
B013FJJOCM,1800 Bed Sheets,Queen,Royal Blue,4018.45,840.97,3177.4799999999996,3094,391,125,21,0.040400775694893344,0.05370843989769821,-0.013307664202804867,True
B08RZCL98X,1800 Bed Sheets,Twin XL,Blush Pink,3964.8599999999997,524.55,3440.3099999999995,1220,371,138,15,0.11311475409836065,0.04043126684636118,0.07268348725199947,True
B01DN0AKSK,1800 Bed Sheets,Queen,Coral,3955.84,838.5699999999999,3117.2700000000004,3198,498,122,21,0.03814884302689181,0.04216867469879518,-0.004019831671903368,True
B0822X88ND,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Spa Blue,3887.93,549.67,3338.2599999999998,2667,288,95,11,0.03562054743157105,0.03819444444444445,-0.0025738970128733954,True
B0822XT63Y,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Navy Blue,3772.560000000001,467.7300000000001,3304.830000000001,1051,150,88,9,0.08372978116079924,0.06,0.02372978116079924,True
B0CLY99SL5,1800 Bed Sheets,Full,Ivory,3763.96,1135.3,2628.66,3091,560,120,30,0.038822387576835975,0.05357142857142857,-0.014749040994592594,True
B0822XZ52Q,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Light Gray,3713.94,629.58,3084.36,609,99,102,14,0.16748768472906403,0.1414141414141414,0.02607354331492262,True
B0CNRYFVFL,1800 Bed Sheets,Queen,Pistachio,3670.58,639.52,3031.06,4939,588,114,16,0.023081595464668963,0.027210884353741496,-0.004129288889072533,True
B00NQDGDYA,1800 Bed Sheets,King,Navy Blue,3598.71,1158.47,2440.24,757,193,103,27,0.13606340819022458,0.13989637305699482,-0.003832964866770233,True
B0CNRWYNDF,1800 Bed Sheets,Queen,Terracotta,3574.67,1038.42,2536.25,2584,414,111,26,0.04295665634674923,0.06280193236714976,-0.01984527602040053,True
B00NLNDRUI,1800 Bed Sheets,Queen,Brown,3564.7,1037.62,2527.08,1090,281,111,26,0.1018348623853211,0.09252669039145907,0.009308171993862038,True
B0822WFPWY,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Navy Blue,3507.3899999999994,499.70000000000005,3007.6899999999996,921,129,87,10,0.09446254071661238,0.07751937984496124,0.01694316087165114,True
B0BMW8JKMX,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Pinstripe Gray,3487.4500000000003,699.5799999999999,2787.8700000000003,1715,234,85,14,0.04956268221574344,0.05982905982905983,-0.010266377613316391,True
B08BZWJ6QK,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Tan,3309.3199999999997,849.49,2459.83,1514,197,82,17,0.05416116248348745,0.08629441624365482,-0.03213325376016737,True
B08RZCP48J,1800 Bed Sheets,Full,Golden Ivory,3302.85,1518.04,1784.81,2001,457,105,40,0.05247376311844078,0.087527352297593,-0.03505358917915222,True
B0822VN7VK,1800 Bed Sheet Set With DEEP Fitted Sheet,Split King,White,3267.6,248.85,3018.75,2009,227,80,5,0.039820806371329016,0.022026431718061675,0.01779437465326734,True
B00O384OYI,1800 Bed Sheets,Full,Gray,3242.92,1177.0700000000002,2065.85,1914,279,103,31,0.05381400208986416,0.1111111111111111,-0.05729710902124695,True
B01DN0A9IQ,1800 Bed Sheets,Full,Blue Hydrangea,3242.08,871.79,2370.29,1546,329,104,23,0.06727037516170763,0.06990881458966565,-0.0026384394279580226,True
B08RZD3PN6,1800 Bed Sheets,Full,Sage,3182.0299999999997,1025.19,2156.8399999999997,1315,295,102,27,0.07756653992395438,0.09152542372881356,-0.013958883804859185,True
B0CNS16FHR,1800 Bed Sheets,Full,Sky Blue,3150.94,682.6999999999999,2468.2400000000002,1476,312,102,18,0.06910569105691057,0.057692307692307696,0.011413383364602875,True
B00WAIH49U,1800 Bed Sheets,King,Black,3102.0400000000004,601.5799999999999,2500.4600000000005,586,167,88,14,0.15017064846416384,0.08383233532934131,0.06633831313482252,True
B0822X3C9M,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,White,3052.95,1120.6499999999999,1932.3,1886,213,83,25,0.0440084835630965,0.11737089201877934,-0.07336240845568284,True
B0CLYD6CZX,1800 Bed Sheets,California King,Ivory,3012.54,494.67,2517.87,1392,260,82,11,0.05890804597701149,0.04230769230769231,0.01660035366931918,True
B00NLNDSZW,1800 Bed Sheets,Queen,Purple,3011.24,756.23,2255.0099999999998,1181,350,92,19,0.07790008467400508,0.054285714285714284,0.023614370388290798,True
B08BZY1R1R,1800 Bed Sheet Set With DEEP Fitted Sheet,King,Lavender,2980.8799999999997,205.38,2775.4999999999995,2104,191,70,5,0.03326996197718631,0.02617801047120419,0.007091951505982123,True
B01N10ETBD,1800 Bed Sheets,Split King,White,2966.67,313.89,2652.78,2176,273,81,7,0.03722426470588235,0.02564102564102564,0.011583239064856712,True
B0CLYCSPZB,1800 Bed Sheets,Twin XL,Ivory,2922.9099999999994,384.67,2538.2399999999993,1078,208,103,11,0.09554730983302412,0.052884615384615384,0.042662694448408735,True
B0BTZ5QFD7,1800 Bed Sheet Set 6 PIECE,Twin,White,2808.14,1780.1499999999999,1027.99,322,129,87,53,0.2701863354037267,0.4108527131782946,-0.14066637777456786,False
B01DN0AEXQ,1800 Bed Sheets,Full,Spa Mint,2768.69,873.31,1895.38,1996,352,88,23,0.04408817635270541,0.06534090909090909,-0.021252732738203675,True
B08RZDW2H2,1800 Bed Sheets,Twin,Blush Pink,2727.15,841.3800000000001,1885.77,1863,219,95,24,0.05099302200751476,0.1095890410958904,-0.058596019088375646,True
B01DN0AX4G,1800 Bed Sheets,King,Yellow,2709.4299999999994,730.49,1978.9399999999994,2641,417,77,17,0.029155622870124954,0.0407673860911271,-0.011611763221002148,True
B0CNRZ5KZH,1800 Bed Sheets,King,Terracotta,2708.23,515.64,2192.59,1567,271,79,12,0.05041480536056158,0.04428044280442804,0.006134362556133539,True
B0DGQRH24Q,1800 Bed Sheets,Full,Mineral Gray,2702.99,720.67,1982.3199999999997,1500,267,87,19,0.058,0.07116104868913857,-0.013161048689138567,True
B07R8X7VXT,1800 Bed Sheets,Full,Pinstripe Gray,2685.3199999999997,493.60999999999996,2191.7099999999996,1667,550,87,13,0.052189562087582485,0.023636363636363636,0.02855319845121885,True
B00SUF34LO,1800 Bed Sheets,Twin,Light Gray,2685.2699999999995,664.43,2020.8399999999997,1135,154,91,19,0.0801762114537445,0.12337662337662338,-0.04320041192287888,True
B08RZCP48K,1800 Bed Sheets,Twin,Sage,2671.1499999999996,279.76,2391.3899999999994,901,108,95,8,0.10543840177580466,0.07407407407407407,0.03136432770173059,True
B0DGQQMQNK,1800 Bed Sheets,Twin XL,Mineral Gray,2629.2099999999996,454.61,2174.5999999999995,980,191,93,13,0.09489795918367347,0.06806282722513089,0.026835131958542577,True
B0BMW7CQ51,1800 Bed Sheet Set With DEEP Fitted Sheet,Queen,Laced Sky Blue,2624.16,349.78999999999996,2274.37,1735,236,64,7,0.03688760806916427,0.029661016949152543,0.007226591120011724,True
B013FJJQPM,1800 Bed Sheets,King,Royal Blue,2615.5499999999997,558.61,2056.9399999999996,1479,221,75,13,0.05070993914807302,0.058823529411764705,-0.008113590263691683,True
B0DGQRDPMP,1800 Bed Sheets,Queen,Oxford Stripe Blue Nova,2533.63,478.84000000000003,2054.79,1996,315,79,12,0.039579158316633264,0.0380952380952381,0.0014839202213951658,True
B00NLNDU00,1800 Bed Sheets,Queen,Brick Red,2507.63,399.69999999999993,2107.9300000000003,2648,366,79,10,0.029833836858006044,0.0273224043715847,0.002511432486421345,True
B0DGQQ6JJ1,1800 Bed Sheets,Queen,Oxford Stripe Sage,2506.89,399.7,2107.19,1642,349,77,10,0.04689403166869671,0.02865329512893983,0.018240736539756882,True
B00O35DBNG,1800 Bed Sheets,Full,Beige,2475.23,493.60999999999996,1981.6200000000001,506,142,79,13,0.15612648221343872,0.09154929577464789,0.06457718643879083,True
B0CLY98MH3,1800 Bed Sheets,Queen,Burgundy,2468.89,918.51,1550.3799999999999,826,141,77,23,0.09322033898305085,0.16312056737588654,-0.06990022839283569,True
B01DN0A328,1800 Bed Sheets,Twin XL,Blue Hydrangea,2468.39,314.73,2153.66,923,202,89,9,0.09642470205850487,0.04455445544554455,0.051870246612960316,True
B0CLYB7V8V,1800 Bed Sheets,King,Taupe,2461.27,385.87,2075.4,1283,172,71,9,0.05533904910366329,0.05232558139534884,0.0030134677083144476,True
B0CLYCRY99,1800 Bed Sheets,Twin,Ivory,2447.4199999999996,802.21,1645.2099999999996,2506,185,88,23,0.035115722266560255,0.12432432432432433,-0.08920860205776407,True
B0DGQRDZLP,1800 Bed Sheets,King,Oxford Stripe Sage,2444.7,429.70000000000005,2014.9999999999998,1479,372,70,10,0.04732927653820149,0.026881720430107527,0.02044755610809396,True
B08RZDTTWQ,1800 Bed Sheets,Split King,Sage,2435.12,375.76,2059.3599999999997,999,113,66,8,0.06606606606606606,0.07079646017699115,-0.0047303941109250874,True
B07R5VQK5V,1800 Bed Sheets,Twin XL,Pinstripe Gray,2391.4499999999994,313.33,2078.1199999999994,765,156,88,9,0.11503267973856209,0.057692307692307696,0.05734037204625439,True
B0822YSF4H,1800 Bed Sheet Set With DEEP Fitted Sheet,California King,Blue Hydrangea,2390.29,155.91,2234.38,705,96,57,3,0.08085106382978724,0.03125,0.04960106382978724,True
B0CNRXT6D9,1800 Bed Sheets,Twin,Sky Blue,2328.6,209.82,2118.7799999999997,928,109,80,6,0.08620689655172414,0.05504587155963303,0.031161024992091113,True
